FSTATE,FCOUNTY,FPLACE,FIPS_ST,FIPS_COUNTY,FIPS,ORI9,ORI7,NAME,UA,STATENAME,COUNTYNAME,UANAME,PARTOF,AGCYTYPE,SUBTYPE1,SUBTYPE2,GOVID,LG_NAME,ADDRESS_NAME,ADDRESS_STR1,ADDRESS_STR2,ADDRESS_CITY,ADDRESS_STATE,ADDRESS_ZIP,REPORT_FLAG,CSLLEA08_ID,LEMAS_ID,U_STATENO,U_CNTY,U_POPGRP,U_TPOP,LG_POPULATION,CSLLEA_SUB,COMMENT,INTPTLAT,INTPTLONG,CONGDIST1,CONGDIST2_18,DISTNAME,SOURCE_CSLLEA2008,SOURCE_UCR2010,SOURCE_UCR2011,SOURCE_UCR2012,SOURCE_NCIC2012,SOURCE_VENDOR
(06) California,13,60620,06,013,06013,CA0079400,-1     ,CA DOJ BUREAU OF FORENSIC SERVICES                ,78904,CALIFORNIA          ,CONTRA COSTA                     ,"San Francisco--Oakland, CA Urbanized Area                ",(1) Part of larger agency,(006) Special jurisdiction,(004) Criminal investigations,"(049) Other, multiple types of investigations",50000000,State of California                               ,CA DEPT OF JUSTICE BUREAU FORENSIC SERVICES                                ,                                       ,                                              ,RICHMOND                  ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,37.919479,-121.951543,11,                                                  ,Northern District of California   ,0,0,0,0,1,0
(06) California,13,68294,06,013,06013,CA0071100,CA00711,SAN PABLO POLICE DEPARTMENT                       ,78904,CALIFORNIA          ,CONTRA COSTA                     ,"San Francisco--Oakland, CA Urbanized Area                ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52007010,SAN PABLO CITY                                    ,SAN PABLO POLICE DEPARTMENT                                                ,13880 SAN PABLO AVENUE                 ,                                              ,SAN PABLO                 ,CA,94806,(1) ORI reported 1+ offenses,11067680,0520070100260100,(04) California,7,4 ,29884,29139,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,37.919479,-121.951543,11,                                                  ,Northern District of California   ,1,1,1,1,1,1
(06) California,13,68378,06,013,06013,CA0072400,CA00724,SAN RAMON POLICE DEPARTMENT                       ,19504,CALIFORNIA          ,CONTRA COSTA                     ,"Concord, CA Urbanized Area                               ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52007602,SAN RAMON CITY                                    ,SAN RAMON POLICE DEPARTMENT                                                ,2222 CAMINO RAMON                      ,                                              ,SAN RAMON                 ,CA,94583,(1) ORI reported 1+ offenses,13832480,-1              ,(04) California,7,3 ,74013,72148,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,37.919479,-121.951543,11,15                                                ,Northern District of California   ,1,1,1,1,1,1
(06) California,13,83346,06,013,06013,CA0071200,CA00712,WALNUT CREEK POLICE DEPARTMENT                    ,19504,CALIFORNIA          ,CONTRA COSTA                     ,"Concord, CA Urbanized Area                               ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52007011,WALNUT CREEK CITY                                 ,WALNUT CREEK POLICE DEPARTMENT                                             ,1666 NORTH MAIN STREET                 ,                                              ,WALNUT CREEK              ,CA,94596,(1) ORI reported 1+ offenses,13447140,0520070110260100,(04) California,7,3 ,65816,64173,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,37.919479,-121.951543,11,                                                  ,Northern District of California   ,1,1,1,1,1,1
(06) California,13,99013,06,013,06013,CA0070000,CA00700,CONTRA COSTA COUNTY SHERIFF'S OFFICE              ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(0) Parent agency,(001) Sheriff's office,(888) Not applicable,(888) Not applicable,51007007,CONTRA COSTA COUNTY                               ,CONTRA COSTA COUNTY SHERIFF'S OFFICE                                       ,"651 PINE ST, 7TH FLOOR                 ",PO BOX 391                                    ,MARTINEZ                  ,CA,94553,(1) ORI reported 1+ offenses,12109030,0510070070270100,(04) California,7,9A,158723,1049025,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,1,1,1,1,1,1
(06) California,13,99013,06,013,06013,CA0071700,CA00717,E BAY PKS DEPT PUB SAFE CONTRA COSTA CO OAKLAND   ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(0) Parent agency,(006) Special jurisdiction,(002) Natural resources/parks and recreation,(022) Parks and recreational facilities,54001502,EAST BAY REGIONAL PARK DISTRICT                   ,CONTRA COSTAL COUNTY                                                       ,                                       ,                                              ,CASTRO VALLEY             ,CA,94546,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,7,7 ,0,888888888,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,0,1,1,1,1,0
(06) California,13,99013,06,013,06013,CA0071900,CA00719,BNSF RWY:CONTRA COSTA CO                          ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(0) Parent agency,(006) Special jurisdiction,(003) Transportation systems/facilities,(031) Mass transit/railroad system,50000000,State of California                               ,RAILWAY: CONTRA COSTA COUNTY                                               ,                                       ,                                              ,RICHMOND                  ,CA,94804,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,7,9D,0,888888888,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,0,1,1,1,0,0
(06) California,13,99013,06,013,06013,CA0072000,CA00720,SPT CONTRA COSTA                                  ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(1) Part of larger agency,(005) State law enforcement agency,(888) Not applicable,(888) Not applicable,50000000,State of California                               ,TRANSPORTATION                                                             ,                                       ,                                              ,CA                        ,CA,     ,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,7,9D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,0,1,1,1,0,0
(06) California,13,99013,06,013,06013,CA0073300,CA00733,UPRR: CONTRA COSTA CNTY                           ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(0) Parent agency,(006) Special jurisdiction,(003) Transportation systems/facilities,(031) Mass transit/railroad system,50000000,State of California                               ,CONTRA COSTA COUNTY                                                        ,                                       ,                                              ,OAKLAND                   ,CA,94607,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,7,9D,0,888888888,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,0,1,1,1,0,0
(06) California,13,99013,06,013,06013,CA0079800,CA00798,CONTRA COSTA STATE POLIC                          ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(1) Part of larger agency,(005) State law enforcement agency,(888) Not applicable,(888) Not applicable,50000000,State of California                               ,CONTRA COSTA COUNTY                                                        ,                                       ,                                              ,MARTINEZ                  ,CA,94594,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,7,9D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,0,1,1,1,0,0
(06) California,13,99013,06,013,06013,CA0079900,CA00799,CHP CONTRA COSTA                                  ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(1) Part of larger agency,(005) State law enforcement agency,(888) Not applicable,(888) Not applicable,50000000,State of California                               ,HP: CONTRA COSTA COUNTY                                                    ,                                       ,                                              ,MARTINEZ                  ,CA,94553,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,7,9D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,0,1,1,1,1,0
(06) California,13,99013,06,013,06013,CA0072200,-1     ,CONTRA COSTA CO FIRE PROTECTION DISTRICT          ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(0) Parent agency,(006) Special jurisdiction,(002) Natural resources/parks and recreation,(025) Forest resources law enforcement,51007007,CONTRA COSTA COUNTY                               ,FIRE INVESTIGATIONS                                                        ,                                       ,                                              ,PLEASANT HILL             ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,0,0,0,0,1,0
(06) California,13,99013,06,013,06013,CA0072800,-1     ,W CONTRA COSTA CO NARC ENF TEAM W NET HERCULES    ,-1,CALIFORNIA          ,CONTRA COSTA                     ,_Not a Census place                                      ,(0) Parent agency,(006) Special jurisdiction,(005) Special enforcement,(054) Narcotics enforcement,51007007,CONTRA COSTA COUNTY                               ,WEST CONTRA COSTA COUNTY NARCOTIC ENFORCEMENT TEAM WEST NET                ,                                       ,                                              ,HERCULES                  ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,37.919479,-121.951543,05,09 11 15                                          ,Northern District of California   ,0,0,0,0,1,0
(06) California,15,17022,06,015,06015,CA0080100,CA00801,CRESCENT CITY POLICE DEPARTMENT                   ,20908,CALIFORNIA          ,DEL NORTE                        ,"Crescent City, CA Urban Cluster                          ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52008001,CRESCENT CITY CITY                                ,CRESCENT CITY POLICE DEPARTMENT                                            ,"686 ""G"" STREET                         ",                                              ,CRESCENT CITY             ,CA,95531,(1) ORI reported 1+ offenses,13183610,-1              ,(04) California,8,6 ,7723,7643,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,41.749903,-123.980998,02,                                                  ,Northern District of California   ,1,1,1,1,1,1
(06) California,15,17022,06,015,06015,CA0089900,CA00899,CHP CRESCENT CITY                                 ,20908,CALIFORNIA          ,DEL NORTE                        ,"Crescent City, CA Urban Cluster                          ",(1) Part of larger agency,(005) State law enforcement agency,(888) Not applicable,(888) Not applicable,50000000,State of California                               ,HP: DEL NORTE COUNTY                                                       ,                                       ,                                              ,CRESCENT CITY             ,CA,95531,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,8,8D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,41.749903,-123.980998,02,                                                  ,Northern District of California   ,0,1,1,1,1,0
(06) California,15,17022,06,015,06015,CA0088900,-1     ,DIST ATTY CRESCENT CITY                           ,20908,CALIFORNIA          ,DEL NORTE                        ,"Crescent City, CA Urban Cluster                          ",(0) Parent agency,(006) Special jurisdiction,(004) Criminal investigations,(042) State bureau of investigations,50000000,State of California                               ,DISTRICT ATTORNEY                                                          ,                                       ,                                              ,CRESCENT CITY             ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,41.749903,-123.980998,02,                                                  ,Northern District of California   ,0,0,0,0,1,0
(06) California,15,17022,06,015,06015,CA0089100,-1     ,MARSHAL'S OFFICE CRESCENT CITY                    ,20908,CALIFORNIA          ,DEL NORTE                        ,"Crescent City, CA Urban Cluster                          ",(0) Parent agency,(007) Constable/Marshal,(888) Not applicable,(888) Not applicable,52008001,CRESCENT CITY CITY                                ,MARSHAL'S OFFICE                                                           ,                                       ,                                              ,CRESCENT CITY             ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,41.749903,-123.980998,02,                                                  ,Northern District of California   ,0,0,0,0,1,0
(06) California,15,38702,06,015,06015,CADIT0200,CADIT02,YUROK TRIBAL DEPARTMENT OF PUBLIC SAFETY          ,-1,CALIFORNIA          ,DEL NORTE                        ,_Not a Census place                                      ,(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,57012007,YUROK RESERVATION                                 ,YUROK TRIBAL DEPARTMENT OF PUBLIC SAFETY                                   ,247 SALMON AVE.                        ,                                              ,KLAMATH                   ,CA,95548,(1) ORI reported 1+ offenses,11990005,-1              ,(04) California,-2,7 ,0,999999999,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,41.749903,-123.980998,02,                                                  ,Northern District of California   ,1,0,1,1,1,1
(06) California,15,99015,06,015,06015,CA0080000,CA00800,DEL NORTE COUNTY SHERIFF'S OFFICE                 ,-1,CALIFORNIA          ,DEL NORTE                        ,_Not a Census place                                      ,(0) Parent agency,(001) Sheriff's office,(888) Not applicable,(888) Not applicable,51008008,DEL NORTE COUNTY                                  ,DEL NORTE COUNTY SHERIFF'S OFFICE                                          ,650 5TH ST                             ,                                              ,CRESCENT CITY             ,CA,95531,(1) ORI reported 1+ offenses,12618370,-1              ,(04) California,8,8C,21202,28610,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,41.749903,-123.980998,02,                                                  ,Northern District of California   ,1,1,1,1,1,1
(06) California,17,57540,06,017,06017,CA0090100,CA00901,PLACERVILLE POLICE DEPARTMENT                     ,69832,CALIFORNIA          ,EL DORADO                        ,"Placerville--Diamond Springs, CA Urban Cluster           ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52009001,PLACERVILLE CITY                                  ,PLACERVILLE POLICE DEPARTMENT                                              ,730 MAIN STREET                        ,                                              ,PLACERVILLE               ,CA,95667,(1) ORI reported 1+ offenses,13986590,-1              ,(04) California,9,5 ,10479,10389,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,1,1,1,1,1,1
(06) California,17,57540,06,017,06017,CA0099900,CA00999,CHP PLACERVILLE                                   ,69832,CALIFORNIA          ,EL DORADO                        ,"Placerville--Diamond Springs, CA Urban Cluster           ",(1) Part of larger agency,(005) State law enforcement agency,(888) Not applicable,(888) Not applicable,50000000,State of California                               ,HP: EL DORADO COUNTY                                                       ,                                       ,                                              ,PLACERVILLE               ,CA,95667,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,9,9D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,0,1,1,1,1,0
(06) California,17,57540,06,017,06017,CA0098900,-1     ,DIST ATTY PLACERVILLE                             ,69832,CALIFORNIA          ,EL DORADO                        ,"Placerville--Diamond Springs, CA Urban Cluster           ",(0) Parent agency,(006) Special jurisdiction,(004) Criminal investigations,(042) State bureau of investigations,50000000,State of California                               ,DISTRICT ATTORNEY                                                          ,                                       ,                                              ,PLACERVILLE               ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,0,0,0,0,1,0
(06) California,17,57540,06,017,06017,CA0099100,-1     ,MARSHAL'S OFFICE PLACERVILLE                      ,69832,CALIFORNIA          ,EL DORADO                        ,"Placerville--Diamond Springs, CA Urban Cluster           ",(0) Parent agency,(007) Constable/Marshal,(888) Not applicable,(888) Not applicable,52009001,PLACERVILLE CITY                                  ,MARSHAL'S OFFICE                                                           ,                                       ,                                              ,PLACERVILLE               ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,0,0,0,0,1,0
(06) California,17,73108,06,017,06017,CA0090200,CA00902,SOUTH LAKE TAHOE POLICE DEPARTMENT                ,83305,CALIFORNIA          ,EL DORADO                        ,"South Lake Tahoe, CA--NV Urban Cluster                   ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52009701,SOUTH LAKE TAHOE CITY                             ,SOUTH LAKE TAHOE POLICE DEPARTMENT                                         ,1352 JOHNSON BOULEVARD                 ,                                              ,SOUTH LAKE TAHOE          ,CA,96150,(1) ORI reported 1+ offenses,13308330,0520097010260100,(04) California,9,5 ,21586,21403,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,1,1,1,1,1,1
(06) California,17,99017,06,017,06017,CA0090000,CA00900,EL DORADO COUNTY SHERIFF'S OFFICE                 ,-1,CALIFORNIA          ,EL DORADO                        ,_Not a Census place                                      ,(0) Parent agency,(001) Sheriff's office,(888) Not applicable,(888) Not applicable,51009009,EL DORADO COUNTY                                  ,EL DORADO COUNTY SHERIFF'S OFFICE                                          ,300 FAIR LN                            ,                                              ,PLACERVILLE               ,CA,95667,(1) ORI reported 1+ offenses,12909070,0510090090270100,(04) California,9,9A,150551,181058,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,1,1,1,1,1,1
(06) California,17,99017,06,017,06017,CA0090300,CA00903,UPRR: EL DORADO COUNTY                            ,-1,CALIFORNIA          ,EL DORADO                        ,_Not a Census place                                      ,(0) Parent agency,(006) Special jurisdiction,(003) Transportation systems/facilities,(031) Mass transit/railroad system,50000000,State of California                               ,EL DORADO COUNTY                                                           ,                                       ,                                              ,OAKLAND                   ,CA,94607,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,9,9D,0,888888888,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,0,1,1,1,0,0
(06) California,17,99017,06,017,06017,CA0092300,CA00923,DPR MARSHALL GOLD DISCOVERY SHP COLOMA            ,-1,CALIFORNIA          ,EL DORADO                        ,_Not a Census place                                      ,(1) Part of larger agency,(006) Special jurisdiction,(002) Natural resources/parks and recreation,(022) Parks and recreational facilities,50000000,State of California                               ,DEPT PARKS & REC EL DORADO                                                 ,                                       ,                                              ,COLMA                     ,CA,95613,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,9,9D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,0,1,1,1,1,0
(06) California,17,99017,06,017,06017,CA0099800,CA00998,EL DORADO STATE POLICE                            ,-1,CALIFORNIA          ,EL DORADO                        ,_Not a Census place                                      ,(1) Part of larger agency,(005) State law enforcement agency,(888) Not applicable,(888) Not applicable,50000000,State of California                               ,EL DORADO COUNTY                                                           ,                                       ,                                              ,PLACERVILLE               ,CA,95667,(2) ORI reported 0 offenses or did not report,-1,-1              ,(04) California,9,9D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,0,1,1,1,0,0
(06) California,17,99017,06,017,06017,CA0090400,-1     ,COUNTY WELFARE DEPT SPEC INV UNIT PLACERVILLE     ,-1,CALIFORNIA          ,EL DORADO                        ,_Not a Census place                                      ,(0) Parent agency,(006) Special jurisdiction,(004) Criminal investigations,(044) Fraud investigations,51009009,EL DORADO COUNTY                                  ,COUNTY WELFARE DEPARTMENT SPECIAL INVESTIGATIONS UNIT                      ,                                       ,                                              ,PLACERVILLE               ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,38.785532,-120.534398,04,                                                  ,Eastern District of California    ,0,0,0,0,1,0
(06) California,19,14218,06,019,06019,-1       ,-1     ,CLOVIS UNIFIED SCHOOL DISTRICT POLICE             ,31843,CALIFORNIA          ,FRESNO                           ,"Fresno, CA Urbanized Area                                ",(0) Parent agency,(006) Special jurisdiction,(001) Public buildings/facilities,(014) Public school district,55010021,CLOVIS UNIFIED SCHOOL DISTRICT                    ,CLOVIS UNIFIED SCHOOL DISTRICT POLICE                                      ,1465 DAVID E. COOK WAY                 ,                                              ,CLOVIS                    ,CA,93611,(0) Record has no ORI,13661660,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,22,                                                  ,Eastern District of California    ,1,0,0,0,0,0
(06) California,19,14218,06,019,06019,CA0100100,CA01001,CLOVIS POLICE DEPARTMENT                          ,31843,CALIFORNIA          ,FRESNO                           ,"Fresno, CA Urbanized Area                                ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52010001,CLOVIS CITY                                       ,CLOVIS POLICE DEPARTMENT                                                   ,1233 - 5TH STREET                      ,                                              ,CLOVIS                    ,CA,93612,(1) ORI reported 1+ offenses,13727170,0520100010260100,(04) California,10,3 ,97828,95631,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,22,                                                  ,Eastern District of California    ,1,1,1,1,1,1
(06) California,19,14274,06,019,06019,CA0100200,CA01002,COALINGA POLICE DEPARTMENT                        ,18289,CALIFORNIA          ,FRESNO                           ,"Coalinga, CA Urban Cluster                               ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52010002,COALINGA CITY                                     ,COALINGA POLICE DEPARTMENT                                                 ,270 N. 6TH STREET                      ,                                              ,COALINGA                  ,CA,93210,(1) ORI reported 1+ offenses,13027000,-1              ,(04) California,10,5 ,13669,13380,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,21,                                                  ,Eastern District of California    ,1,1,1,1,1,1
(06) California,19,14274,06,019,06019,CA010M100,CA010M1,COALINGA STATE HOSPITAL                           ,18289,CALIFORNIA          ,FRESNO                           ,"Coalinga, CA Urban Cluster                               ",(0) Parent agency,(006) Special jurisdiction,(001) Public buildings/facilities,"(015) Public health/rehabilitative services facility (hospitals, mental health)",50000000,State of California                               ,COALINGA STATE HOSPITAL                                                    ,                                       ,                                              ,COALINGA                  ,CA,93210,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,10,9D,0,888888888,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,21,                                                  ,Eastern District of California    ,0,1,1,1,0,0
(06) California,19,24134,06,019,06019,CA0100300,CA01003,FIREBAUGH POLICE DEPARTMENT                       ,29764,CALIFORNIA          ,FRESNO                           ,"Firebaugh, CA Urban Cluster                              ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52010003,FIREBAUGH CITY                                    ,FIREBAUGH POLICE DEPARTMENT                                                ,1575 - 11TH STREET                     ,                                              ,FIREBAUGH                 ,CA,93622,(1) ORI reported 1+ offenses,13613560,-1              ,(04) California,10,6 ,7724,7549,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,21,                                                  ,Eastern District of California    ,1,1,1,1,1,1
(06) California,19,25436,06,019,06019,CA0100400,CA01004,FOWLER POLICE DEPARTMENT                          ,80551,CALIFORNIA          ,FRESNO                           ,"Selma, CA Urban Cluster                                  ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52010004,FOWLER CITY                                       ,FOWLER POLICE DEPARTMENT                                                   ,128 S. 5TH STREET                      ,                                              ,FOWLER                    ,CA,93625,(1) ORI reported 1+ offenses,13883780,-1              ,(04) California,10,6 ,5698,5570,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,21,                                                  ,Eastern District of California    ,1,1,1,1,1,1
(06) California,19,27000,06,019,06019,CA0109700,CA01097,CALIFORNIA STATE UNIVERSITY - FRESNO POLICE       ,31843,CALIFORNIA          ,FRESNO                           ,"Fresno, CA Urbanized Area                                ",(0) Parent agency,(006) Special jurisdiction,(001) Public buildings/facilities,(011) Four-year university,50000000,State of California                               ,CALIFORNIA STATE UNIVERSITY - FRESNO POLICE                                ,2311 E. BARSTOW AVE                    ,MS PO-14                                      ,FRESNO                    ,CA,93740,(1) ORI reported 1+ offenses,11325920,0500000000203600,(04) California,10,7 ,0,888888888,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,16,22                                                ,Eastern District of California    ,1,1,1,1,1,0
(06) California,19,27000,06,019,06019,CA0101700,CA01017,STATE CENTER COMMUNITY COLLEGE DISTRICT           ,31843,CALIFORNIA          ,FRESNO                           ,"Fresno, CA Urbanized Area                                ",(0) Parent agency,(006) Special jurisdiction,(001) Public buildings/facilities,(012) Two-year college,55010702,STATE CENTER COMMUNITY COLLEGE DISTRICT           ,STATE CENTER COMMUNITY COLLEGE DISTRICT                                    ,1940 N CALAVERAS AVE                   ,                                              ,FRESNO                    ,CA,93704,(1) ORI reported 1+ offenses,13402640,-1              ,(04) California,10,7 ,0,888888888,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,16,22                                                ,Eastern District of California    ,1,1,1,1,1,0
(06) California,19,27000,06,019,06019,CA0100500,CA01005,FRESNO POLICE DEPARTMENT                          ,31843,CALIFORNIA          ,FRESNO                           ,"Fresno, CA Urbanized Area                                ",(0) Parent agency,(000) Local police department,(888) Not applicable,(888) Not applicable,52010005,FRESNO CITY                                       ,FRESNO POLICE DEPARTMENT                                                   ,2323 MARIPOSA MALL                     ,                                              ,FRESNO                    ,CA,93721,(1) ORI reported 1+ offenses,13715970,0520100050260100,(04) California,10,1B,506011,494665,(1) Include record to appoximate CSLLEA,                                                                                                                                                                                                        ,36.761006,-119.655019,16,22                                                ,Eastern District of California    ,1,1,1,1,1,1
(06) California,19,27000,06,019,06019,CA0109800,CA01098,CHP PROTECTIVE SERVICES                           ,31843,CALIFORNIA          ,FRESNO                           ,"Fresno, CA Urbanized Area                                ",(1) Part of larger agency,(005) State law enforcement agency,(888) Not applicable,(888) Not applicable,50000000,State of California                               ,FRESNO COUNTY                                                              ,                                       ,                                              ,FRESNO                    ,CA,93717,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,10,9D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,36.761006,-119.655019,16,22                                                ,Eastern District of California    ,0,1,1,1,1,0
(06) California,19,27000,06,019,06019,CA0109900,CA01099,CHP FRESNO                                        ,31843,CALIFORNIA          ,FRESNO                           ,"Fresno, CA Urbanized Area                                ",(1) Part of larger agency,(005) State law enforcement agency,(888) Not applicable,(888) Not applicable,50000000,State of California                               ,HP: FRESNO COUNTY                                                          ,                                       ,                                              ,FRESNO                    ,CA,93728,(1) ORI reported 1+ offenses,-1,-1              ,(04) California,10,9D,0,888888888,(0) Exclude record,                                                                                                                                                                                                        ,36.761006,-119.655019,16,22                                                ,Eastern District of California    ,0,1,1,1,1,0
(06) California,19,27000,06,019,06019,CA0101600,-1     ,ST DEPT CONSUMER AFFAIRS DIV OF INVEST FRESNO     ,31843,CALIFORNIA          ,FRESNO                           ,"Fresno, CA Urbanized Area                                ",(1) Part of larger agency,(006) Special jurisdiction,(004) Criminal investigations,"(049) Other, multiple types of investigations",50000000,State of California                               ,STATE DEPT OF CONSUMER AFFAIRS DIVISION OF INVESTIGATION                   ,                                       ,                                              ,FRESNO                    ,CA,     ,(2) ORI reported 0 offenses or did not report,-1,-1              ,(-1) Not in UCR,-1,-1,-1,888888888,(0) Exclude record,                                                                                                                                                                                                        ,36.761006,-119.655019,16,22                                                ,Eastern District of California    ,0,0,0,0,1,0
